date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,DGS10,T10YIE,DFF,DTB3,EFFR,GC=F,CL=F
2009-01-16,AMGN,57.619998931884766,57.7599983215332,56.720001220703125,42.34084701538086,7020300.0,4.0,0.0140763617284136,43.74732897937339,41.260461013912746,50.35627983387171,-49.61349538512749,6.272715441396174,42.53812484741211,42.17792307535807,2.36,0.55,0.09,0.12,0.19,839.2999877929688,36.5099983215332
2009-01-20,AMGN,56.9900016784668,57.790000915527344,54.91999816894531,40.48584747314453,8660200.0,1.0,-0.1388737622432998,43.92330767069076,40.86217664327408,46.7046139725588,-188.10779015197213,21.735548746566536,42.50524533589681,42.24294560750325,2.4,0.58,0.1,0.13,0.2,854.5999755859375,38.7400016784668
2009-01-21,AMGN,55.4900016784668,55.70000076293945,54.04999923706055,40.87599563598633,9451300.0,2.0,-0.226000943143461,43.97848872146595,40.637690172577024,47.53243662299042,-257.72814813586183,27.882670948951528,42.45936101277669,42.2427001953125,2.56,0.58,0.15,0.11,0.23,849.5999755859375,43.54999923706055
2009-01-22,AMGN,54.84000015258789,55.56999969482422,54.20000076293945,40.6551628112793,6305300.0,3.0,-0.3093037638255751,44.06332204455272,40.41299631482228,47.10402325499412,-225.59732010936585,27.882670948951517,42.38722254435221,42.2188995997111,2.62,0.65,0.18,0.1,0.21,858.2000122070312,43.66999816894531
2009-01-23,AMGN,54.47999954223633,54.97999954223633,53.0,39.153507232666016,9870400.0,4.0,-0.490834865791065,44.37226438425031,39.79636087514911,44.2955943609425,-271.9537268500432,35.82687979413916,42.27018178304037,42.1998836517334,2.65,0.72,0.19,0.11,0.18,895.2999877929688,46.470001220703125
2009-01-26,AMGN,53.29999923706055,54.720001220703125,52.54999923706055,40.05154800415039,10053400.0,0.0,-0.5558279484084423,44.445108662495215,39.52108739768545,46.27718159460274,-225.36469396222645,38.54077768462661,42.18086700439453,42.1313029607137,2.7,0.78,0.19,0.15,0.19,908.5,45.72999954223633
2009-01-27,AMGN,53.400001525878906,53.77000045776367,52.45000076293945,39.07989883422852,12635600.0,1.0,-0.6779247081222692,44.60439440478751,39.04748433361581,44.50515335241435,-224.367956810589,39.15204357698235,42.07879384358724,42.060268783569335,2.59,0.82,0.19,0.13,0.18,899.2000122070312,41.58000183105469
2009-01-28,AMGN,53.66999816894531,55.22999954223633,53.2400016784668,40.30182266235352,9199100.0,2.0,-0.6683835198841166,44.60849525929005,38.88732879161327,47.13846011706269,-136.11816586315015,20.45433287564046,41.99585851033529,41.98935686747233,2.71,0.9,0.19,0.19,0.19,888.0999755859375,42.15999984741211
2009-01-29,AMGN,54.150001525878906,55.27000045776367,54.150001525878906,40.35335540771485,7668400.0,3.0,-0.6491804494728228,44.55476994822617,38.73715319325331,47.24766771814909,-106.16951469682336,19.982164838439694,41.92494672139485,41.92715574900309,2.87,1.04,0.2,0.23,0.23,905.0999755859376,41.43999862670898
2009-01-30,AMGN,54.59000015258789,55.810001373291016,54.5099983215332,40.37544631958008,8037600.0,4.0,-0.6249750030539047,44.47108678692765,38.60736589556746,47.29595254136795,-82.30633043434803,13.558511298641877,41.81379458109538,41.84495735168457,2.87,1.14,0.23,0.24,0.23,927.2999877929688,41.68000030517578
2009-02-02,AMGN,54.43000030517578,55.709999084472656,54.29999923706055,40.75086212158203,7060400.0,0.0,-0.5689407004131724,44.217114039787845,38.594132450690665,48.130598661065335,-74.52337435098988,15.440489026078474,41.738711547851565,41.781038729349774,2.76,1.07,0.21,0.27,0.24,906.7000122070312,40.08000183105469
2009-02-03,AMGN,55.77000045776367,56.90999984741211,55.45000076293945,41.707801818847656,7668400.0,1.0,-0.4422184567226068,43.85557900775094,38.73557165753227,50.209804658073125,-15.521828479548033,1.8900922041810893,41.7053414662679,41.74717782338461,2.89,1.13,0.18,0.32,0.24,892.0,40.77999877929688
2009-02-04,AMGN,56.790000915527344,57.84999847412109,56.16999816894531,41.78877639770508,7420500.0,2.0,-0.3314356104307165,43.69103229033651,38.78455059540568,50.38390365125007,17.249844896076308,7.228309468808228,41.67933235168457,41.74975426991781,2.95,1.17,0.18,0.3,0.24,901.5999755859376,40.31999969482422
2009-02-05,AMGN,56.08000183105469,57.20000076293945,55.4900016784668,42.03905487060547,6880400.0,3.0,-0.2208976548480237,43.56524588304016,38.83010247511413,50.93248938555961,-0.6562736319884064,0.2879993048714322,41.67884190877279,41.72816200256348,2.95,1.11,0.18,0.29,0.23,913.5999755859376,41.16999816894531
2009-02-06,AMGN,57.09999847412109,58.130001068115234,56.81999969482422,42.71625518798828,7888600.0,4.0,-0.0777548135880792,43.3535980923896,38.95120880763482,52.40546619100349,53.10807179941951,8.907682196008016,41.69503580729167,41.71896063486735,3.05,1.23,0.19,0.28,0.23,913.9000244140624,40.16999816894531
2009-02-09,AMGN,58.0,58.88999938964844,57.84999847412109,43.238895416259766,7402100.0,0.0,0.0769723288216255,43.50197198568659,38.87350065530462,53.51945801973521,90.93553499167702,15.303588687309464,41.73380432128906,41.72276382446289,3.07,1.41,0.18,0.32,0.22,892.4000244140625,39.560001373291016
2009-02-10,AMGN,58.2400016784668,58.84000015258789,57.25,42.25988006591797,9289400.0,1.0,0.1192220298150985,43.53670865576226,38.864527687621525,51.19735043387262,60.46450045367394,8.853524210992264,41.73503125508626,41.74656454722086,2.9,1.25,0.19,0.31,0.24,913.7000122070312,37.54999923706055
2009-02-11,AMGN,57.43999862670898,58.20000076293945,57.150001525878906,42.7015380859375,7494800.0,2.0,0.186196970583623,43.57515184901395,38.84816739537082,52.16591369108266,52.82833685283626,7.779376954743469,41.763003540039065,41.727057711283365,2.78,1.12,0.23,0.3,0.22,943.7999877929688,35.939998626708984
2009-02-12,AMGN,57.5099983215332,58.459999084472656,57.09999847412109,42.99597930908203,8704400.0,3.0,0.2600365007091483,43.79228963158276,38.80254183509204,52.811796582090444,59.73855439538151,10.241102905813266,41.78312403361003,41.72926591237386,2.75,1.14,0.23,0.29,0.23,948.5,33.97999954223633
2009-02-13,AMGN,58.2599983215332,58.77000045776367,57.79999923706055,42.62056350708008,5358800.0,4.0,0.2849769062045197,43.86675296328509,38.782550854463935,51.88769885689331,68.95942350581716,13.19445936300522,41.7868044535319,41.751471773783365,2.89,1.21,0.23,0.29,0.22,941.5,37.5099983215332
2009-02-17,AMGN,56.900001525878906,57.36000061035156,56.25,41.52378463745117,8469900.0,1.0,0.2137771784150501,43.783038304377705,38.78455927557835,49.28153926885611,3.826330575401561,3.7348424808488887,41.723499806722,41.75233097076416,2.64,1.11,0.24,0.32,0.25,967.0,34.93000030517578
2009-02-18,AMGN,56.38999938964844,57.75,56.29999923706055,42.245155334472656,8625900.0,2.0,0.2131029495127165,43.87658745060599,38.86694091548288,50.95752998788733,28.44679312812327,0.2766579430992731,41.66804631551107,41.798337618509926,2.74,1.11,0.24,0.31,0.23,977.7000122070312,34.619998931884766
2009-02-19,AMGN,57.72999954223633,57.970001220703125,56.97999954223633,42.01696395874024,6497800.0,3.0,0.1919428832303893,43.93806155248265,38.91956364588161,50.41239151657697,44.4722967217485,2.549100438758463,41.63712997436524,41.88360354105632,2.85,1.12,0.24,0.3,0.21,976.0999755859376,39.47999954223633
2009-02-20,AMGN,56.81999969482422,57.54999923706055,55.9900016784668,41.72987365722656,10282600.0,4.0,0.1502753100080269,43.96795492030147,38.99714136265751,49.720125156591656,15.481367292820094,7.581345888440874,41.60007909138997,41.90556386311849,2.78,1.11,0.23,0.27,0.2,1001.7999877929688,38.93999862670898
2009-02-23,AMGN,56.86000061035156,57.119998931884766,56.0,41.317665100097656,8372200.0,0.0,0.0830345023919392,43.82496369921648,39.35654837048568,48.7262750727115,3.663978677365132,7.581345888440878,41.52327893575033,41.90728149414063,2.78,1.08,0.23,0.3,0.19,994.5999755859376,38.43999862670898
2009-02-24,AMGN,56.83000183105469,56.9900016784668,56.220001220703125,41.81085205078125,9773800.0,1.0,0.0687492445924533,43.7930842406076,39.56435823375763,49.96418062897644,19.71265368174314,7.581345888440867,41.49923273722331,41.93022352854411,2.8,0.98,0.23,0.32,0.21,969.0999755859376,39.959999084472656
2009-02-25,AMGN,56.630001068115234,57.70000076293945,55.9900016784668,41.63418960571289,9290400.0,2.0,0.0426808932129318,43.53281970210873,40.08005184940495,49.52114440969995,26.84882112068173,0.9871193614707494,41.48696428934733,41.93832085927328,2.95,0.97,0.23,0.3,0.21,965.7000122070312,42.5
2009-02-26,AMGN,56.560001373291016,56.59999847412109,51.20000076293945,37.71073913574219,18572100.0,3.0,-0.2912112245711995,44.11914507046884,39.234618128383694,41.14018243719253,-160.4596923021838,35.85638883218774,41.32796529134114,41.88544381459554,2.98,0.96,0.22,0.27,0.22,941.7999877929688,45.220001220703125
2009-02-27,AMGN,50.08000183105469,51.0099983215332,48.77999877929688,36.017696380615234,19943200.0,4.0,-0.684546508411735,44.94440482819855,37.975792467944025,38.25041831504511,-280.62391024685644,46.41449737469343,41.1525266011556,41.813796297709146,3.02,0.96,0.24,0.26,0.22,941.5,44.7599983215332
2009-03-02,AMGN,48.33000183105469,48.7400016784668,47.650001525878906,35.24477767944336,14188900.0,0.0,-1.046571410553618,45.64747071578847,36.75965971634045,37.02227669192078,-280.26825723113285,50.48280784429934,40.92482452392578,41.73086134592692,2.91,0.91,0.22,0.28,0.22,939.0,40.150001525878906
2009-03-03,AMGN,48.0,48.88999938964844,47.45000076293945,35.11964797973633,10680600.0,1.0,-1.3282642710602843,46.13389348143215,35.710115536512184,36.82426257030241,-239.2334536261781,51.18401572828811,40.6841178894043,41.611121368408206,2.93,0.91,0.23,0.27,0.2,912.9000244140624,41.650001525878906
2009-03-04,AMGN,48.06999969482422,49.45000076293945,47.72999954223633,35.76742172241211,8985900.0,2.0,-1.482152632206308,46.304418892266426,34.94555211603435,38.58342062202597,-192.49504879530832,45.03664152412496,40.52683703104655,41.51604118347168,3.01,0.92,0.22,0.26,0.21,906.0,45.380001068115234
2009-03-05,AMGN,47.709999084472656,47.95000076293945,47.09999847412109,34.74423599243164,11002500.0,3.0,-1.6674514618991978,46.49603153112525,34.04948543664818,36.90428517656069,-192.4948336093957,47.59899634608594,40.32244504292806,41.39090302785237,2.83,0.85,0.22,0.2,0.2,927.0,43.61000061035156
2009-03-06,AMGN,47.02999877929688,47.63999938964844,45.72999954223633,34.140625,14071200.0,4.0,-1.841777616041604,46.610746796356594,33.14492718435629,35.9495040455262,-182.86175745092893,52.72245847109183,40.10529378255208,41.24625816345215,2.83,0.81,0.22,0.2,0.2,942.0999755859376,45.52000045776367
2009-03-09,AMGN,45.81999969482422,46.58000183105469,45.79999923706055,34.05964660644531,9403800.0,0.0,-1.963828832406584,46.51421676858814,32.37579635397046,35.82088696747404,-167.4362902338574,52.72245847109183,39.93549842834473,41.10284010569254,2.89,0.83,0.22,0.23,0.2,917.7000122070312,47.06999969482422
2009-03-10,AMGN,46.90999984741211,48.36000061035156,46.400001525878906,35.5833854675293,11271700.0,1.0,-1.9155213710511632,46.09543673761946,32.02902539006609,39.9994378832866,-123.16958608733565,33.36327465936984,39.786559677124025,40.98371334075928,2.99,0.84,0.25,0.24,0.2,895.5999755859375,45.709999084472656
2009-03-11,AMGN,48.58000183105469,49.41999816894531,47.13999938964844,34.795753479003906,11208100.0,2.0,-1.918675383358142,45.79951553541188,31.578533933582257,38.65370407191692,-106.04024079396387,23.40538935180704,39.64375483194987,40.86127433776856,2.95,0.92,0.23,0.23,0.19,910.4000244140624,42.33000183105469
2009-03-12,AMGN,47.5099983215332,50.63999938964844,47.16999816894531,37.00407409667969,10489800.0,3.0,-1.7231189006258276,45.290772702623066,31.517530367445293,44.10775132806366,-76.57917737762041,13.022573377285289,39.533829879760745,40.76484419504801,2.89,1.01,0.21,0.21,0.18,923.7000122070312,47.02999877929688
2009-03-13,AMGN,50.61000061035156,51.41999816894531,49.900001525878906,37.7254638671875,8629400.0,4.0,-1.4927216871596445,44.68212383288535,31.599127692993555,45.7380131284238,-46.92406144325315,6.876996920649699,39.4462334950765,40.68559010823568,2.89,1.02,0.2,0.19,0.15,929.7999877929688,46.25
2009-03-16,AMGN,51.75,52.09999847412109,50.7400016784668,37.379493713378906,9588100.0,0.0,-1.3227987351770878,44.07524752649553,31.681897020013256,45.08558098077938,-37.21179831388698,1.7224202948263132,39.346368408203126,40.58008149464925,2.97,1.09,0.2,0.24,0.2,921.5999755859376,47.34999847412109
2009-03-17,AMGN,51.2400016784668,52.0,50.5,38.09352493286133,7837800.0,1.0,-1.1176338323846269,43.66417837814424,31.74994019790557,46.70857606680862,-32.71881367499995,3.478728218533834,39.25779050191243,40.498251024882,3.02,1.12,0.2,0.24,0.2,916.4000244140624,49.15999984741211
2009-03-18,AMGN,51.38999938964844,51.52000045776367,50.08000183105469,37.18074035644531,9019200.0,2.0,-1.0169702555774052,43.01620840974004,31.89146866850704,44.95166046491716,-40.57814853743131,6.601101183936714,39.10688845316569,40.4061149597168,2.51,1.23,0.19,0.21,0.18,888.7000122070312,48.13999938964844
2009-03-19,AMGN,51.09000015258789,51.09999847412109,48.43000030517578,35.95880508422852,9555500.0,3.0,-1.023989694255114,42.31238184443711,31.9894793463588,42.726045000608856,-56.25646611084844,17.771864043805436,38.9125560760498,40.29594421386719,2.61,1.3,0.21,0.2,0.17,958.2999877929688,51.61000061035156
2009-03-20,AMGN,49.470001220703125,49.869998931884766,48.52000045776367,35.789493560791016,13092300.0,4.0,-1.0313261886007723,41.57040305381252,32.13742012733983,42.42496118016741,-60.08159964402997,17.77186404380543,38.704237365722655,40.19153963724772,2.65,1.22,0.21,0.21,0.18,955.7999877929688,51.060001373291016
2009-03-23,AMGN,49.540000915527344,50.93999862670898,48.84000015258789,37.47518157958984,7843400.0,0.0,-0.8908503101576812,40.90164299075112,32.421931838350446,46.32091473196679,-38.64218292007852,8.183818611109428,38.529534912109376,40.11228535970052,2.68,1.28,0.22,0.22,0.17,952.0999755859376,53.79999923706055
2009-03-24,AMGN,50.58000183105469,50.970001220703125,48.77999877929688,36.069217681884766,9178600.0,1.0,-0.8827953851478227,39.856318652832336,32.893092739379576,43.76566534896309,-44.386194549697535,8.629715808451957,38.29054565429688,40.01217498779297,2.68,1.32,0.22,0.21,0.17,923.2999877929688,53.97999954223633
2009-03-25,AMGN,49.47999954223633,50.43000030517578,48.75,36.672828674316406,8718800.0,2.0,-0.8182728959577119,38.58786061927921,33.66541467979306,45.11044794383783,-41.30764527463102,8.86625375788782,38.10431060791016,39.91967093149821,2.81,1.37,0.22,0.19,0.17,935.4000244140624,52.77000045776367
2009-03-26,AMGN,50.060001373291016,51.63999938964844,49.959999084472656,37.88740539550781,8548700.0,3.0,-0.6615067298517019,38.62177250224768,33.64916942280115,47.71320487196858,-13.486608271003137,2.065202839692567,37.94383951822917,39.85342152913412,2.76,1.46,0.22,0.15,0.16,939.5999755859376,54.34000015258789
2009-03-27,AMGN,52.790000915527344,52.81999969482422,51.5,38.0198974609375,8849200.0,4.0,-0.5205765291951323,38.859351096848606,33.61181093623245,47.99150052491957,12.005185353477705,11.345198863050229,37.77797012329101,39.78054707845052,2.78,1.4,0.22,0.13,0.15,923.0,52.380001068115234
2009-03-30,AMGN,51.5,51.97999954223633,49.709999084472656,37.18810272216797,9432900.0,0.0,-0.4705826300141353,38.94593590564577,33.71955863170774,46.38799822566489,-10.856280979161186,3.484805582461776,37.59688809712728,39.69184627532959,2.73,1.34,0.2,0.18,0.16,915.5,48.40999984741211
2009-03-31,AMGN,50.7400016784668,50.79999923706055,49.2599983215332,36.451995849609375,12006600.0,1.0,-0.4847716318266464,38.949511751663294,33.84921757267753,45.01118919665293,-28.08453696337856,6.819963150067212,37.42782847086588,39.57566413879395,2.71,1.28,0.21,0.21,0.16,922.5999755859376,49.65999984741211
2009-04-01,AMGN,48.77999877929688,48.93000030517578,47.09999847412109,35.576026916503906,10850100.0,2.0,-0.5602417717052859,38.95133803868134,33.82825180506866,43.42456300787974,-71.62130183393636,20.853209290957096,37.20552419026693,39.436785252889,2.68,1.31,0.2,0.22,0.16,926.0999755859376,48.38999938964844
2009-04-02,AMGN,49.13999938964844,49.2599983215332,46.59999847412109,34.810482025146484,13491600.0,3.0,-0.6740553852017257,38.94584715584495,33.84036729117653,42.08343411455,-78.36495403252847,23.69674262022397,36.9653081258138,39.30121905008952,2.77,1.33,0.2,0.22,0.16,907.4000244140624,52.63999938964844
2009-04-03,AMGN,47.869998931884766,47.970001220703125,46.08000183105469,34.28047180175781,8483200.0,4.0,-0.7978240701738812,38.92750138830446,33.8726977388928,41.17272124202615,-102.31107417322464,26.62732281811207,36.71699473063151,39.15853691101074,2.91,1.38,0.2,0.21,0.13,895.5999755859375,52.5099983215332
2009-04-06,AMGN,46.459999084472656,48.060001373291016,46.369998931884766,35.215328216552734,10579200.0,0.0,-0.8111263849116028,38.80650218644068,34.10926510176732,43.40739391959822,-84.89510305250465,25.733874914573875,36.513583501180015,39.01843121846517,2.95,1.43,0.2,0.2,0.14,871.5,51.04999923706055
2009-04-07,AMGN,47.47999954223633,47.93999862670898,46.88999938964844,34.876712799072266,6686700.0,1.0,-0.839316876941453,38.84661479572887,33.99848522563343,42.79821358636484,-81.16229237381938,25.733874914573867,36.28244552612305,38.890839131673175,2.93,1.32,0.2,0.2,0.14,882.2000122070312,49.150001525878906
2009-04-08,AMGN,47.70000076293945,47.9900016784668,46.56999969482422,35.31103515625,6225800.0,2.0,-0.8171917823536532,38.809720920805866,34.086907268281045,43.84391500852431,-74.8595263440291,27.803499924154064,36.07167371114095,38.77931900024414,2.86,1.29,0.2,0.18,0.14,884.7999877929688,49.380001068115234
2009-04-09,AMGN,48.119998931884766,48.7400016784668,47.2599983215332,35.215328216552734,6723100.0,3.0,-0.7981793213006867,38.76669541802737,33.951058183046854,43.66196341280892,-48.06750709318904,19.46268354298336,35.98849334716797,38.65822931925456,2.96,1.34,0.19,0.18,0.14,882.2000122070312,52.2400016784668
2009-04-13,AMGN,47.470001220703125,47.93999862670898,47.290000915527344,35.001861572265625,7180600.0,0.0,-0.79121613601626,38.61309786312989,33.83229550845214,43.24784847310222,-61.46132806522035,19.46268354298336,35.95463218688965,38.55357939402263,2.88,1.33,0.15,0.18,0.13,894.7000122070312,50.04999923706055
2009-04-14,AMGN,47.18000030517578,48.41999816894531,46.79999923706055,35.39200210571289,9814800.0,1.0,-0.7456216191112759,38.47619056634584,33.77045364446959,44.24760776972777,-53.74220623658314,23.20435870373074,35.9595396677653,38.44218209584554,2.8,1.28,0.15,0.17,0.16,890.9000244140625,49.40999984741211
2009-04-15,AMGN,47.5099983215332,48.0,47.130001068115234,35.05339050292969,8373000.0,2.0,-0.7284140585770302,38.1764236189365,33.76620714888576,43.55865164213613,-59.84045823824217,23.204358703730737,35.95733108520508,38.32072448730469,2.82,1.27,0.15,0.15,0.16,892.7999877929688,49.25
2009-04-16,AMGN,47.630001068115234,47.869998931884766,46.20000076293945,34.72951889038086,7799800.0,3.0,-0.7324672488050084,38.04328394452706,33.65422467668876,42.89775935275014,-78.67176803084664,30.233889721992732,35.92273432413737,38.22478567759196,2.86,1.27,0.2,0.13,0.15,879.2999877929688,49.97999954223633
2009-04-17,AMGN,47.45000076293945,47.93000030517578,46.70000076293945,34.64853286743164,9763500.0,4.0,-0.7337560435628987,38.04125059056685,33.52523080896928,42.73005276147549,-70.11965904820894,29.416888829824103,35.9195442199707,38.120994631449385,2.98,1.28,0.2,0.14,0.13,867.4000244140625,50.33000183105469
2009-04-20,AMGN,46.619998931884766,46.91999816894531,45.18000030517578,33.66950988769531,10157900.0,0.0,-0.8045025900485996,38.12507593934557,33.229407092881,40.73834780046453,-125.71568831681586,39.666416736935,35.90384038289388,38.00456708272298,2.88,1.22,0.18,0.14,0.14,887.0,45.880001068115234
2009-04-21,AMGN,46.20000076293945,46.560001373291016,45.04999923706055,33.92714309692383,7818800.0,1.0,-0.8302107383820427,37.91306284067437,33.08661634328559,41.48089061255676,-128.14510476332012,40.456915673488965,35.899423599243164,37.91746101379395,2.94,1.25,0.17,0.15,0.15,882.0999755859375,46.5099983215332
2009-04-22,AMGN,46.27999877929688,46.31999969482422,44.959999084472656,33.20576477050781,9315000.0,2.0,-0.8984372084037631,37.95994182227325,32.75339207054902,40.02811872999142,-136.0238295867312,41.02871388342196,35.820169576009114,37.80336462656657,2.98,1.33,0.18,0.14,0.15,891.7999877929688,48.84999847412109
2009-04-23,AMGN,45.09999847412109,47.09999847412109,45.0,34.46451187133789,10642800.0,3.0,-0.841239520652806,37.80136017615629,32.69114203636813,43.594049640402986,-97.75392731337784,29.5069514163955,35.80912818908691,37.72644151051839,2.96,1.44,0.18,0.1,0.17,905.9000244140624,49.619998931884766
2009-04-24,AMGN,48.06999969482422,50.02000045776367,47.68999862670898,36.6801872253418,16121900.0,4.0,-0.6100907111777687,37.52630735508169,32.84547304042612,49.10459666454543,20.316270415479902,2.4015945220103765,35.79833196004232,37.66608091990153,3.03,1.5,0.18,0.1,0.16,913.5999755859376,51.54999923706055
2009-04-27,AMGN,49.40999984741211,50.54999923706055,49.33000183105469,36.93782806396485,8512800.0,0.0,-0.401486070346607,37.23429248329064,33.029280972519906,49.6957582875749,59.16382551134242,6.854380173641012,35.77207743326823,37.60915546417236,2.95,1.47,0.17,0.13,0.17,907.4000244140624,50.13999938964844
2009-04-28,AMGN,49.93000030517578,51.06999969482422,49.84999847412109,37.12921142578125,6459800.0,1.0,-0.2182069972959652,37.21935286324212,33.03833146292975,50.140784756995686,80.64923750254023,11.10786564487619,35.76373469034831,37.55505154927572,3.05,1.51,0.17,0.13,0.16,892.7999877929688,49.91999816894531
2009-04-29,AMGN,50.68000030517578,51.7599983215332,50.31999969482422,37.56352615356445,5549000.0,2.0,-0.0374794034043546,37.47277785440563,32.896059502161755,51.155217024062125,106.95668834558631,16.51537423202188,35.74606806437175,37.50192928314209,3.12,1.53,0.17,0.11,0.18,899.7999877929688,50.970001220703125
2009-04-30,AMGN,51.33000183105469,51.33000183105469,48.25,35.679100036621094,12249400.0,3.0,-0.0457811850006351,37.48210543549635,32.89703923308275,46.8745401077382,40.82103365678714,2.504374113787185,35.69601338704427,37.40145092010498,3.16,1.47,0.16,0.14,0.2,890.7000122070312,51.119998931884766
2009-05-01,AMGN,48.47999954223633,49.09999847412109,48.06999969482422,35.78213882446289,6094900.0,4.0,-0.0435440885317461,37.538033103813206,32.93827724469753,47.1248161581392,4.778829275222946,3.96162058035897,35.69012451171875,37.30134029388428,3.21,1.41,0.15,0.15,0.22,887.5999755859375,53.20000076293945
2009-05-04,AMGN,49.119998931884766,49.18999862670898,48.08000183105469,35.70852279663086,5993800.0,0.0,-0.0471676523386221,37.57262293028997,33.04649251770807,46.96130340601965,5.94677745106757,3.1376742695864484,35.687425486246745,37.1958314259847,3.19,1.42,0.15,0.19,0.22,901.5999755859376,54.470001220703125
2009-05-05,AMGN,48.52999877929688,48.880001068115234,47.52000045776367,35.32575988769531,6704400.0,1.0,-0.0800028970328696,37.57771531847131,33.052443296640995,46.10091951532291,-12.48263315056502,7.988095275208183,35.61577809651693,37.07265650431315,3.2,1.43,0.15,0.19,0.2,903.7000122070312,53.84000015258789
2009-05-06,AMGN,48.41999816894531,48.4900016784668,46.95000076293945,35.06074905395508,8116600.0,2.0,-0.1259572675385172,37.58089961404421,33.06766262655637,45.5038060152999,-31.47004966588259,12.74229639340146,35.58216247558594,36.936354064941405,3.18,1.44,0.16,0.19,0.18,910.5,56.34000015258789
2009-05-07,AMGN,47.84000015258789,48.400001525878906,46.54999923706055,34.655887603759766,11709800.0,3.0,-0.1928226334197731,37.56788588649309,33.01516159885846,44.59103691690704,-44.76925287414496,15.998209404603786,35.51493110656738,36.80962085723877,3.29,1.55,0.16,0.18,0.18,915.0,56.709999084472656
2009-05-08,AMGN,47.2400016784668,47.810001373291016,46.459999084472656,34.74423599243164,8618900.0,4.0,-0.2359648847042805,37.55736292049159,32.97857534244786,44.8408105234932,-53.00261444741172,16.745384908078435,35.41015879313151,36.67699915568034,3.29,1.52,0.16,0.18,0.17,914.4000244140624,58.630001068115234
2009-05-11,AMGN,46.79999923706055,48.18000030517578,46.5,35.27421951293945,8427900.0,0.0,-0.2247988476394766,37.5675536220599,32.995620434946936,46.3418402242933,-30.023716227292,12.353590926692556,35.31863619486491,36.54830315907796,3.17,1.47,0.16,0.19,0.17,913.0,58.5
